target,ids,date,flag,user,text
0,2298851558,Tue Jun 23 12:11:27 PDT 2009,NO_QUERY,yoshibest,"['mornin', 'rain', 'today', ""i'll"", 'twitter', 'lol', 'omg', 'tri', 'cook', 'made', 'cooki', 'gf', 'hope', ""she'll"", 'like', ""x'd""]"
4,1685031157,Sat May 02 22:49:31 PDT 2009,NO_QUERY,bookworm81151,"['d:', 'bravo', 'mom', 'must', '25', 'smile', 'love', 'style', 'juli', 'jule', 'great', 'job', 'kudo', 'mom', '2']"
4,1985101082,Sun May 31 16:26:00 PDT 2009,NO_QUERY,KronistheiLL,"['that', 'quit', 'honest', 'cari', 'cari', '..']"
0,2242318979,Fri Jun 19 12:02:38 PDT 2009,NO_QUERY,l4flare,"['awok', 'nap', 'drool', 'like', 'panda', 'dream', 'bamboo', 'moist', 'unpleas', 'still', 'tie', 'fuck', 'sleepi']"
4,1969130674,Fri May 29 23:06:41 PDT 2009,NO_QUERY,Victoria_Quinn,"['radio', 'promo', 'cute', 'saw', 'guy', 'hob', 'w', 'honor', 'societi', 'good', 'get', 'song']"
0,2068665767,Sun Jun 07 14:28:53 PDT 2009,NO_QUERY,cpx86,"['seem', 'eu-scept', 'parti', 'sweden', 'lost', 'seat', 'parliament', 'eu09']"
0,1985659359,Sun May 31 17:31:50 PDT 2009,NO_QUERY,bisante,"['ugh', 'wanna', 'go', 'live', ""can't""]"
4,2181077396,Mon Jun 15 11:20:10 PDT 2009,NO_QUERY,MissAmyLynnRose,"['class', '4', 'hour', 'work', '7', 'hour', '4', 'assign', 'due', 'tuesday', 'know', 'head', 'hurt']"
4,2052407226,Sat Jun 06 00:37:35 PDT 2009,NO_QUERY,shereenmachine,"['good', 'night', 'star']"
0,2252539379,Sat Jun 20 06:29:20 PDT 2009,NO_QUERY,willofiron,"['ugh', 'dont', 'want', 'start', 'clean', 'ladi', 'that', 'go', 'take', 'engag', 'photo', 'come', 'soon']"
0,1967094880,Fri May 29 18:57:56 PDT 2009,NO_QUERY,puente6969,"['ask', 'somth', 'also']"
4,1548349121,Fri Apr 17 20:42:32 PDT 2009,NO_QUERY,audreyclou,[]
0,1836133514,Mon May 18 07:26:11 PDT 2009,NO_QUERY,ragdoll4k,"[""i'll"", 'join', 'u', 'one', 'hate', 'monday', 'terri']"
0,1963723488,Fri May 29 13:09:06 PDT 2009,NO_QUERY,ejf11,"['hollowbabesher', 'come', 'utter', 'shite', 'bgt', 'complet', 'agre']"
4,1964939449,Fri May 29 15:03:35 PDT 2009,NO_QUERY,LenaLou92,"['coffe', 'think', 'dirti', 'xoxo', 'lena']"
4,1827739918,Sun May 17 11:20:45 PDT 2009,NO_QUERY,lilmissrandomme,"['goin', 'okc', 'ryan', 'mommi', '2', 'text', '344', '3535']"
0,1792483614,Wed May 13 23:16:19 PDT 2009,NO_QUERY,Helenvking,"['back', 'work', 'today', 'miser', 'amount', 'still', 'feel', 'bit', 'ropey', 'put', 'brave', 'face']"
0,2176535568,Mon Jun 15 04:07:52 PDT 2009,NO_QUERY,haylz_xo,"['ok', 'fulli', 'got', 'unlucki', 'rice', 'bubbl', 'bar', 'unlucki', 'guess', 'never', 'know']"
0,2000313045,Mon Jun 01 21:50:55 PDT 2009,NO_QUERY,nplesset,"['unless', 'curs', 'randomli', 'disappear', 'probabl']"
0,1968411457,Fri May 29 21:22:57 PDT 2009,NO_QUERY,jpb127,"[""cab'"", 'gonna', 'take', 'airport', '9am', 'potenti', 'plan', 'wake', 'earli', 'none']"
4,1825263138,Sun May 17 05:01:50 PDT 2009,NO_QUERY,ryanculling,"['bit', 'revis', 'exam', 'wednesday', 'media', 'studi', 'exam', 'hope', 'quit', 'straightforward']"
0,2184997385,Mon Jun 15 16:43:52 PDT 2009,NO_QUERY,dsrtwitt,"['sue', 'angela', 'went', 'dinner', 'tonight', 'happen', 'mani', 'time']"
4,2179651849,Mon Jun 15 09:23:52 PDT 2009,NO_QUERY,_TaylorRenae,"['home', 'doin', 'absolut', 'noth', 'let', 'hangout', 'txt']"
0,1686259926,Sun May 03 04:35:36 PDT 2009,NO_QUERY,joyzee_x,"['hate', 'pleas', 'math', 'tri', 'love']"
4,1961268273,Fri May 29 09:14:24 PDT 2009,NO_QUERY,Bianca4Life,"['ty', 'crystal', 'basic', 'get', '100pg', 'order', 'make', 'trend', 'topic', 'far', '10', 'pg', 'imperfectangel']"
0,2302817076,Tue Jun 23 17:20:10 PDT 2009,NO_QUERY,lieutfaber,"['water', 'bottl', 'trump', 'ice', 'tea', 'gum', 'though']"
0,2223956146,Thu Jun 18 08:55:00 PDT 2009,NO_QUERY,mastermatt111,"['build', 'robot', '...', '...', ""they'r"", 'draw', '...', 'real']"
0,2060394326,Sat Jun 06 18:49:27 PDT 2009,NO_QUERY,hyperrockstar,"['realli', 'would', ""can't"", 'sing', 'heart', 'though', 'come', 'deal']"
4,1968433853,Fri May 29 21:25:45 PDT 2009,NO_QUERY,nwilliamson,"['tidi', 'patio', 'tidi', 'flower', 'pale', 'blue', 'sky', 'warm', 'even', 'reflect', 'metrotow', 'strongbow', 'cider', 'priceless']"
4,1677703362,Sat May 02 03:31:38 PDT 2009,NO_QUERY,DombeyaWine,['ahem']
4,1686202466,Sun May 03 04:18:09 PDT 2009,NO_QUERY,Lynz528,"['walk', '20', 'mile', 'today', 'seem', 'like', 'good', 'idea', 'sinc', '5', 'month', 'get', 'unfat', 'yayi', '5', 'month']"
0,2064239488,Sun Jun 07 05:40:50 PDT 2009,NO_QUERY,AmsLou,"['english', 'homework', 'revis', 'math', '...', 'oh', 'joy']"
4,1755808851,Sun May 10 10:04:34 PDT 2009,NO_QUERY,clownb0y,"['elow', 'big', 'guy', '...  ...', 'think', 'win', 'championship', 'season', '..']"
4,1755122534,Sun May 10 08:19:03 PDT 2009,NO_QUERY,tear96,"['haha', 'nearest', 'ga', 'station', 'candi', 'old', 'french', 'fri', 'yuck']"
4,1835611199,Mon May 18 06:22:42 PDT 2009,NO_QUERY,NiicoleM,"[""what'"", 'keep', 'aliv', 'god', ""can't"", 'imagin', 'life', 'without']"
4,2060452886,Sat Jun 06 18:56:05 PDT 2009,NO_QUERY,yogich,"['wow', 'thank']"
4,1991607400,Mon Jun 01 07:20:41 PDT 2009,NO_QUERY,ktenchap,"['sent', 'email', 'addi', 'websit']"
4,1988871766,Sun May 31 23:37:26 PDT 2009,NO_QUERY,samitbasu,"['soon', 'know', 'joy', 'crowd', 'namesak', 'page', '1', 'search', 'engin']"
4,1881994229,Fri May 22 06:00:55 PDT 2009,NO_QUERY,mleis,"['sound', 'like', 'masterpiec']"
4,2071947933,Sun Jun 07 20:09:08 PDT 2009,NO_QUERY,RobertaSera,"['buy', ""cd'"", 'summer', 'demi', 'jona', 'ashley', 'tisdal', 'love', 'love', 'music', '=d']"
0,2175313413,Mon Jun 15 00:38:39 PDT 2009,NO_QUERY,brontekeet,"['start', 'next', 'twilight', 'book', 'sick']"
4,1558945819,Sun Apr 19 09:50:24 PDT 2009,NO_QUERY,sandeewestgate,"['herrro', 'special', 'gay', 'friend']"
4,2055589491,Sat Jun 06 09:35:37 PDT 2009,NO_QUERY,Danab52,"['let', 'sleep', 'lol', ""can't"", 'late', 'work']"
0,1996213050,Mon Jun 01 14:42:51 PDT 2009,NO_QUERY,tiskahe,"['saw', ""i'm"", 'soo', 'sad', 'atleast', ""he'"", 'follow', 'dream', 'hope', 'best', 'band']"
0,2205037858,Wed Jun 17 03:47:41 PDT 2009,NO_QUERY,Shadowplay_x,"['town', 'absolut', 'starv', ""i'v"", 'got', '£']"
4,2181276040,Mon Jun 15 11:36:27 PDT 2009,NO_QUERY,GeekMommy,"['hope', 'fabul', 'monday', 'anyth', 'new']"
0,2001004412,Mon Jun 01 23:33:50 PDT 2009,NO_QUERY,BiGDS1nDaUgHter,"['packin', '...', 'watchin', 'movi', 'sleep', '...', 'missin', 'person']"
4,1835754705,Mon May 18 06:40:58 PDT 2009,NO_QUERY,ktyladie,"['cant', 'wait', 'go', 'hospit', 'babi', 'max', 'go', 'bring', 'much', 'joy', 'world', 'today', '18th', 'life', 'hebrew']"
4,1992954028,Mon Jun 01 09:35:34 PDT 2009,NO_QUERY,tdwright,"['chanc', 'invit']"
0,2072295410,Sun Jun 07 20:45:16 PDT 2009,NO_QUERY,nany_micucci,['awww']
0,2265881702,Sun Jun 21 07:29:36 PDT 2009,NO_QUERY,ziiastarr,"['aw', 'poor', 'mitchel', 'davi']"
0,2048085299,Fri Jun 05 14:38:25 PDT 2009,NO_QUERY,LesleLu,"['work', '...']"
4,1962920056,Fri May 29 11:55:35 PDT 2009,NO_QUERY,craig_photog,"['sign', 'contract', 'chang', 'price', '...', 'cancel', 'principl', '...', 'ars']"
4,1975552598,Sat May 30 15:24:03 PDT 2009,NO_QUERY,licksharder,"['get', 'bit', 'safe', 'last', 'one', '...', 'far', 'floor', '...']"
4,1978159205,Sat May 30 22:35:23 PDT 2009,NO_QUERY,XKirstyxo,"['oh', 'definit', ""they'r"", 'sydney', 'right', 'friend', 'go', 'sign', 'tomorrow']"
0,2177977094,Mon Jun 15 07:00:29 PDT 2009,NO_QUERY,antonfed,"['dead', 'ipod']"
4,2184371378,Mon Jun 15 15:48:45 PDT 2009,NO_QUERY,Gianlucaah,"['op', 'prime', 'post', 'n', '°', '302', 'het', '2', 'dick', '1', 'chick', '...']"
4,2000813151,Mon Jun 01 23:01:55 PDT 2009,NO_QUERY,theartisticstam,"['gorgeou', 'day', 'silli', 'time', '..', 'much', 'work', 'want', 'sit', 'sun', 'read']"
0,2017022973,Wed Jun 03 07:44:13 PDT 2009,NO_QUERY,brakmaster,"['speedi', 'j', 'mix', 'minim']"
0,1973362300,Sat May 30 11:00:12 PDT 2009,NO_QUERY,Gervercom,"['pfff', 'bought', '2', 'new', 'bicycl', 'afternon', 'one', 'gf', 'one', '..', 'fink', 'zadelpijn', 'happen', 'pinksteren']"
4,1826313615,Sun May 17 08:12:41 PDT 2009,NO_QUERY,ura_,[]
0,1993114320,Mon Jun 01 09:51:18 PDT 2009,NO_QUERY,jessicatsang,"['fail', '2', 'day', 'youtub', 'soo', 'sloww', 'load', 'today', 'help', 'need', 'catch', 'mtv', 'movi', 'award', '...']"
4,2048007631,Fri Jun 05 14:31:07 PDT 2009,NO_QUERY,mattheweric,"['watchin', 'beauti', 'beast', 'sister']"
4,2051775732,Fri Jun 05 22:46:53 PDT 2009,NO_QUERY,ChristianIvann,"['realli', 'like', 'kany', 'video', 'paranoid', 'song', 'catchi', 'mention', 'rihanna']"
0,1992196240,Mon Jun 01 08:21:38 PDT 2009,NO_QUERY,MarqJacob,"['kill', 'dont', 'check', 'gmail', 'liek', 'check', 'otterbein', 'mail']"
0,1956805252,Thu May 28 22:44:07 PDT 2009,NO_QUERY,maddymorbid,"['issu', 'tri', 'sleep', 'someon', 'come', 'make', 'sleep', 'psp']"
0,2253421754,Sat Jun 20 08:08:33 PDT 2009,NO_QUERY,andycliff,"['jetti', 'littl', 'lamb', 'never', 'see', 'horn', 'worth', 'lot', 'gil', 'ala', 'poor', 'jetti', '...']"
4,1679383304,Sat May 02 09:13:22 PDT 2009,NO_QUERY,emmavescence,"['two', 'extra', 'hole', 'ear', 'also', 'picnic', 'booz', 'regent', 'park']"
4,1998655662,Mon Jun 01 18:54:39 PDT 2009,NO_QUERY,aroving,"['know', 'friend', 'multi', 'cours', 'fondu', 'parti', 'last', 'state', 'live', 'lot', 'work', 'one', 'love', 'fondu']"
0,2204035983,Wed Jun 17 01:09:27 PDT 2009,NO_QUERY,charlimilne,['know']
0,2240441844,Fri Jun 19 09:45:03 PDT 2009,NO_QUERY,haileyrowe,"['need', 'get', 'allergi', 'shot', 'need', 'stop', 'watch', 'much', 'freak', 'geek', 'need', 'bum']"
0,2209152269,Wed Jun 17 10:04:09 PDT 2009,NO_QUERY,goatsgonewild,"['could', 'sleep', 'last', 'night']"
4,2060647992,Sat Jun 06 19:18:20 PDT 2009,NO_QUERY,unwiseowl23,"['spent', 'love', 'day', 'central', 'park', 'summer', 'feel', 'like']"
4,1686573512,Sun May 03 05:59:22 PDT 2009,NO_QUERY,steviegman,"['new', 'music', '3', 'new', 'piec', 'stevie-g', 'back', 'ing', 'studio', ""y'all"", 'hoop', 'god', 'promis', 'featur', 'clip', 'rev', '...']"
4,2191120460,Tue Jun 16 04:34:07 PDT 2009,NO_QUERY,kashaziz,"['pray', 'need', 'nation']"
0,2175975452,Mon Jun 15 02:32:58 PDT 2009,NO_QUERY,KaloyBrown,"['tri', 'heal', 'big', 'sore', 'tongu']"
4,1993371557,Mon Jun 01 10:16:10 PDT 2009,NO_QUERY,mc_dreamz,"['twit', 'go', 'bed']"
0,2055242229,Sat Jun 06 08:57:57 PDT 2009,NO_QUERY,fafafab,['someon']
4,1792893927,Thu May 14 00:36:47 PDT 2009,NO_QUERY,Domulka,"['watch', 'lost', 'season', 'final', 'incred', 'jacob', 'play', 'actor', 'dexter', ""rita'"", 'ex-husband']"
0,2245484791,Fri Jun 19 16:11:55 PDT 2009,NO_QUERY,nathi_713,"['sad', 'find', 'rafa', 'play', 'wimbledon', 'year', ""who'll"", 'stop', 'roger', ':p', 'need', 'someon', 'look', 'like', 'bore', '2', 'week']"
4,1969450933,Sat May 30 00:04:39 PDT 2009,NO_QUERY,Sahardeharhar,"['updat', '...', 'im', 'damn', 'self', '...']"
0,2202288710,Tue Jun 16 21:32:41 PDT 2009,NO_QUERY,thejamachine,"['floopi', 'weather', 'affect', 'thesi', 'mojo', 'need', 'frapp']"
0,2002627788,Tue Jun 02 04:45:00 PDT 2009,NO_QUERY,guriben,"['email', 'confirm', 'graze', 'yesterday', 'sign', 'box', 'today', 'wasabi', 'pea']"
0,1564989531,Mon Apr 20 05:34:32 PDT 2009,NO_QUERY,121282,"['watch', 'edf', 'energi', 'cut', 'someon', 'electr', 'suppli', 'littl', 'phase', '...']"
0,2223034699,Thu Jun 18 07:45:55 PDT 2009,NO_QUERY,jmcaree,"['short', 'number', 'footbal', 'anyon', 'want', 'play', 'kilmacud', '6']"
4,1978010276,Sat May 30 22:13:14 PDT 2009,NO_QUERY,LuNeLiCiouS,['wake']
4,2015936326,Wed Jun 03 05:50:26 PDT 2009,NO_QUERY,paultownley,"['well', 'back', 'belper', 'wait', 'dinner', 'cook', 'bar', 'vinyl', 'set', 'live', 'room', 'chill', 'night']"
4,2015873108,Wed Jun 03 05:42:17 PDT 2009,NO_QUERY,patrikgarcia,"['talk', 'heart', 'done', 'great', 'job', 'deserv', 'rest', '..']"
4,1686706545,Sun May 03 06:28:59 PDT 2009,NO_QUERY,hooeyspewer,"['good', 'morn', 'happi', 'waffl', 'good', 'actual', 'want', 'usual', '75', 'time', ""they'r"", 'great']"
4,1976710691,Sat May 30 18:50:27 PDT 2009,NO_QUERY,prinsesarah,"['good', 'morn', 'marg', 'aga', 'mong', 'mag-tweet']"
4,2188734466,Mon Jun 15 22:27:26 PDT 2009,NO_QUERY,davidstanleyxxx,"['thank', 'cindi', ""i'm"", 'follow', 'though', ""i'm"", 'retic', 'news', 'adult', 'stuff', 'tend', 'make', 'upset']"
0,1565459149,Mon Apr 20 06:48:29 PDT 2009,NO_QUERY,lukeii,"['ahh', 'assum', 'ignor']"
4,2058480990,Sat Jun 06 15:01:41 PDT 2009,NO_QUERY,rrhoover,"['got', 'plaqu', '...', 'oh', 'ton', 'cool', 'point']"
0,2057667294,Sat Jun 06 13:26:06 PDT 2009,NO_QUERY,yanarropak,"['ugh', 'sleepi', 'shirt', 'got', 'jack', '..']"
4,1553179073,Sat Apr 18 13:34:48 PDT 2009,NO_QUERY,miszamritta,"['hour', 'left']"
0,1752976672,Sat May 09 23:39:45 PDT 2009,NO_QUERY,twebbstack,"['og', '...', 'damn', 'that', 'hard', '...', 'idk', 'lol', 'prob', 'bradi', 'co', 'brendon', 'sarah', '...', 'damn', 'girl', 'jealou']"
0,2057684368,Sat Jun 06 13:28:04 PDT 2009,NO_QUERY,starrface_,"['rip', 'mickey', 'hate', 'mous', 'trap']"
4,1983691401,Sun May 31 13:38:47 PDT 2009,NO_QUERY,JiunweiC,"['woo', 'fun', 'toledo', 'eat', 'slice']"
0,2057610201,Sat Jun 06 13:19:33 PDT 2009,NO_QUERY,joeyguille12,"['still', 'feel', 'sleep', 'next', 'wish', 'could', 'feel', "":'(""]"
4,2000765254,Mon Jun 01 22:54:25 PDT 2009,NO_QUERY,MarlyJ,"['goood', 'morn', 'everyon']"
0,2328996091,Thu Jun 25 10:13:44 PDT 2009,NO_QUERY,grimmtooth,"['long', 'farrah']"
4,2003296704,Tue Jun 02 06:16:15 PDT 2009,NO_QUERY,gummibared,"['good', 'morn']"
4,1564106535,Mon Apr 20 01:48:29 PDT 2009,NO_QUERY,Roubinam1982,"['hehe', 'use', 'imagin', 'lot', 'hidden', 'talent']"
0,1981120223,Sun May 31 08:27:49 PDT 2009,NO_QUERY,grayzo,"['stop', 'make', 'fail']"
4,1680168783,Sat May 02 11:03:36 PDT 2009,NO_QUERY,Therealkeenan,"['yeah', 'great', 'day', 'van', 'yesterday']"
4,1794660062,Thu May 14 06:17:52 PDT 2009,NO_QUERY,mgprot,"['iphon', 'longer', 'short', 'suppli']"
4,2056858684,Sat Jun 06 11:55:45 PDT 2009,NO_QUERY,Frank_Whyte,"['must', 'nice', 'lol']"
4,2003912863,Tue Jun 02 07:21:34 PDT 2009,NO_QUERY,WinonaWiefel,['curiou']
4,1833442358,Sun May 17 23:17:58 PDT 2009,NO_QUERY,PoeticJustice88,[]
4,2178121377,Mon Jun 15 07:13:32 PDT 2009,NO_QUERY,RandomGemini,"['thank', 'still', 'love', 'mini', 'make', 'morn', 'taxi', 'servic', 'seem', 'like', 'opportun', 'fun', 'chore']"
4,1995385179,Mon Jun 01 13:24:22 PDT 2009,NO_QUERY,parlar,"['microsoft', 'free', 'never', 'happen', 'gyrat', 'front', 'tv', 'know']"
0,1751424451,Sat May 09 19:25:07 PDT 2009,NO_QUERY,LaffertyAddict,['aw']
0,1793692984,Thu May 14 03:39:40 PDT 2009,NO_QUERY,Chelsearad,"['cat', 'sit', 'friend', 'cat', 'let', 'sleep', 'ugh', 'remind', 'never', 'want', 'pet', '...']"
0,2181510517,Mon Jun 15 11:55:36 PDT 2009,NO_QUERY,Clumsyflic,"[""i'm"", 'ill', 'feel', 'realli', 'realli', 'sh', 'co', 'swine', 'flu', 'thing', 'need', 'get', 'swab', 'everyth']"
0,1755347820,Sun May 10 08:54:32 PDT 2009,NO_QUERY,lukylukuss,"['oh', 'know', 'man', 'never', 'post']"
0,2190165029,Tue Jun 16 01:57:21 PDT 2009,NO_QUERY,kovster,[]
0,1975226737,Sat May 30 14:42:48 PDT 2009,NO_QUERY,febriantiebi,"['total', 'insan', 'hour', 'still', 'the-never-ending-assign']"
4,1986882280,Sun May 31 19:27:21 PDT 2009,NO_QUERY,MarthaVan,"['hot', 'tamal', 'candi', 'choic', 'went', 'see', 'jame', 'bond', 'movi', 'kid']"
4,1932955981,Tue May 26 22:37:35 PDT 2009,NO_QUERY,Nahkeetuhh,"[""he'll"", 'probabl', 'boost', 'popular', 'level', 'win', 'win', 'situat']"
0,2189257158,Mon Jun 15 23:36:33 PDT 2009,NO_QUERY,HToshiko,"['want', 'heart', 'star', 'tweet', 'bf', 'show']"
4,1992606229,Mon Jun 01 09:01:39 PDT 2009,NO_QUERY,Liiessbeth,"['hey', 'saw', 'post', 'cuf', 'follow', 'in4merz', 'good', 'luck', 'contest']"
4,1969623575,Sat May 30 00:38:52 PDT 2009,NO_QUERY,RussellBfan90,"['omg', ""cool-how'd"", 'u', 'get', 'chanc', 'speak', 'lucki', 'thing']"
0,2060036234,Sat Jun 06 18:08:01 PDT 2009,NO_QUERY,maddihorse,"['yeah', 'oh', 'well', ""there'"", 'basic', 'one', 'everi', 'weekend', 'winter']"
4,2051661594,Fri Jun 05 22:30:34 PDT 2009,NO_QUERY,renight,[]
4,1564585516,Mon Apr 20 04:09:12 PDT 2009,NO_QUERY,6488y4l03,"['morn', 'everybodi']"
0,2219197148,Thu Jun 18 00:00:28 PDT 2009,NO_QUERY,queenanthai,"['oh', 'snuggl', 'pleas', 'start', 'breath', 'littl', 'better']"
4,1973295666,Sat May 30 10:52:23 PDT 2009,NO_QUERY,kaylajf,"['reason', 'smile', 'still', 'sleep']"
4,1963931610,Fri May 29 13:28:06 PDT 2009,NO_QUERY,MarianneKeith,"['vocal', 'warm-up', 'get', 'readi', 'head', 'hous', 'blue', 'soundcheck']"
0,2217267817,Wed Jun 17 20:37:37 PDT 2009,NO_QUERY,Tiff_Tac729,"['feel', 'like', 'final', 'found', 'long', 'lost', 'friend', 'busi', 'tear']"
4,1970409791,Sat May 30 03:45:24 PDT 2009,NO_QUERY,alewashere,"['upload', 'grad', 'pictur', 'facebook', 'photobucket', 'prom', 'tonight', 'soundtrack', 'wish', 'rascal', 'flatt']"
4,1999856918,Mon Jun 01 20:57:05 PDT 2009,NO_QUERY,lanasuek,"['good', 'night', 'friend', 'gotta', 'get', 'earli', 'tomorrow', 'sweet', 'dream']"
0,1981143471,Sun May 31 08:30:57 PDT 2009,NO_QUERY,morganroot,"['heartbreak', 'dip', 'lip', 'wish', 'hung', 'last', 'night', '...']"
4,1751393822,Sat May 09 19:20:46 PDT 2009,NO_QUERY,Mimii1212,"['curri', 'shrimp', 'yesterday', 'lol', 'love', 'seafood']"
4,1985051545,Sun May 31 16:19:58 PDT 2009,NO_QUERY,lalalauraxo,"['total', 'that', 'go', 'amaz']"
0,1680988536,Sat May 02 12:57:35 PDT 2009,NO_QUERY,AlexZicarelli,"['wtf', 'need', 'work', 'alreadyyi']"
4,1881385282,Fri May 22 04:30:32 PDT 2009,NO_QUERY,kisnacapri,['..']
4,2174379537,Sun Jun 14 22:25:52 PDT 2009,NO_QUERY,ShellTerrell,"['actual', 'start', 'afternoon', 'tri', 'someth', 'wed', 'slow', 'process', 'collect', 'mani', 'vac']"
0,1692479792,Sun May 03 20:05:07 PDT 2009,NO_QUERY,readysteadystop,"['juicey', 'juic', 'muh', 'fri-iend', 'cough', 'stay', '...', 'sure', 'long', 'chest', 'back', 'muscl', 'handl', 'though', 'ouch']"
0,1880313804,Fri May 22 00:48:21 PDT 2009,NO_QUERY,cdothill,"['giiirl', 'u', 'go', 'jet', 'settin', 'w', 'u', 'better', 'bring', 'nxt', 'time']"
4,1969275321,Fri May 29 23:31:57 PDT 2009,NO_QUERY,arianahurst,"['sit', 'room', 'text', 'taylor']"
4,1932291850,Tue May 26 21:11:02 PDT 2009,NO_QUERY,afropoppette,"['...', 'hmmm', ""we'll"", 'see', 'problem', 'wanna', 'hafta', 'switch', 'plan', 'much', ""i'm"", 'broke']"
0,2052486734,Sat Jun 06 00:53:53 PDT 2009,NO_QUERY,judynsandra,"['wow', 'that', 'cool', 'work', 'day', 'save', ""i'm"", 'studi', 'busi', 'manag', '..', 'pretti', 'hard', '..']"
4,1969039613,Fri May 29 22:52:07 PDT 2009,NO_QUERY,BonjourHoney,"['omg', 'aliv']"
4,1685055677,Sat May 02 22:54:41 PDT 2009,NO_QUERY,marocharim,"['leav', 'smoke', 'loung', 'board', 'plane', 'nation', 'writer', 'workshop', 'huff', 'go']"
0,1998527423,Mon Jun 01 18:41:54 PDT 2009,NO_QUERY,xoxojazmynxoxo,"['mani', 'dream', '...', 'happi', 'end', 'knowww', '...', '</3']"
4,2063358676,Sun Jun 07 02:20:20 PDT 2009,NO_QUERY,nanavette,"['think', 'rub', 'one', 'super', 'funni', 'express', 'haha']"
